tile,conf,x1,y1,x2,y2
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y32640.png,0.2186,488.24,292.18,596.16,375.46
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y33920.png,0.3733,61.97,319.11,144.66,409.13
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y34560.png,0.3382,0.0,61.91,90.99,130.08
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y34560.png,0.2239,488.86,338.26,581.57,424.03
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y35200.png,0.2029,0.0,561.66,83.57,638.84
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y35840.png,0.2117,312.65,526.45,397.35,598.96
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y36480.png,0.2931,253.84,547.38,379.72,629.01
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y36480.png,0.2396,138.1,81.66,263.96,170.55
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y37760.png,0.2002,0.0,273.57,127.68,362.19
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y40960.png,0.3117,406.24,283.42,504.11,367.34
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y70400.png,0.2084,0.0,352.94,56.54,441.81
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x00640_y73600.png,0.2284,322.87,146.3,420.23,217.68
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y31360.png,0.417,540.4,262.46,636.61,334.98
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y31360.png,0.3203,522.69,256.31,640.0,343.42
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y31360.png,0.2605,319.71,568.58,452.58,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y32640.png,0.2186,189.73,73.95,291.5,167.83
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y32640.png,0.2146,336.21,500.6,429.66,580.52
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y33920.png,0.2372,124.4,243.58,228.55,325.67
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y33920.png,0.2103,0.0,46.24,82.92,116.37
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y34560.png,0.327,0.0,559.71,81.16,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y35200.png,0.2681,78.34,425.94,188.48,514.64
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y35200.png,0.2536,20.78,286.51,159.38,372.46
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y35200.png,0.2422,0.0,588.13,39.49,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y37120.png,0.2595,203.45,555.26,306.18,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y37120.png,0.2277,177.25,548.17,312.7,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y37120.png,0.2215,13.84,228.49,117.21,332.78
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y38400.png,0.3457,55.84,584.65,166.01,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y38400.png,0.202,43.23,569.44,180.28,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y39040.png,0.3028,0.0,366.66,77.69,461.07
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y39040.png,0.2257,378.35,48.91,515.21,159.82
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y69120.png,0.2402,185.85,580.61,293.74,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y72320.png,0.2672,0.0,529.71,47.07,615.12
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y72960.png,0.2585,459.22,21.88,562.83,104.84
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01280_y75520.png,0.2476,470.01,523.33,577.54,598.21
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y29440.png,0.2007,251.92,356.39,377.17,413.29
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y32000.png,0.2198,467.56,528.26,580.76,621.31
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y35200.png,0.3556,195.25,354.1,307.14,470.13
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y35200.png,0.3171,79.35,423.06,177.12,503.7
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y71680.png,0.2254,480.15,193.93,600.85,285.98
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y72320.png,0.2572,326.84,385.93,440.83,492.43
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y72320.png,0.2511,0.0,431.88,66.94,516.91
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y72320.png,0.2328,509.35,392.44,614.95,462.94
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y72320.png,0.2046,500.24,388.09,620.56,483.99
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y73600.png,0.2111,0.0,398.3,84.46,518.3
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y74240.png,0.2256,18.34,596.83,110.96,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y77440.png,0.2393,463.23,154.09,580.9,215.95
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x01920_y77440.png,0.2384,437.48,154.56,588.51,230.27
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y31360.png,0.2036,158.56,64.02,271.28,136.6
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y32640.png,0.2864,345.73,559.67,451.37,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y32640.png,0.2208,314.76,561.24,463.52,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y34560.png,0.239,207.29,410.12,298.5,470.07
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y34560.png,0.2018,203.96,408.37,318.51,486.8
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y39040.png,0.2301,93.24,0.0,205.19,58.77
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x02560_y72960.png,0.2033,67.35,577.44,153.74,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y33280.png,0.2003,0.0,246.01,35.92,329.47
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y33920.png,0.2855,535.32,0.0,640.0,66.29
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y33920.png,0.2782,547.07,0.0,640.0,55.06
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y39040.png,0.3283,291.43,0.0,400.5,44.81
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y40960.png,0.2724,440.31,47.16,447.79,53.47
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y69760.png,0.2491,61.09,482.87,178.96,577.55
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y70400.png,0.3154,572.85,578.12,640.0,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y71680.png,0.3149,10.26,579.22,113.53,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y71680.png,0.2143,194.78,357.79,321.17,451.48
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y71680.png,0.2001,0.0,552.48,42.05,627.48
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y72320.png,0.2576,414.89,500.96,518.81,562.34
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y72320.png,0.2478,388.03,475.4,526.74,566.37
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y74240.png,0.3097,353.69,576.19,473.51,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y74240.png,0.2309,357.72,562.79,450.69,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03200_y76160.png,0.2105,370.9,169.27,483.51,251.96
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y32640.png,0.2293,389.89,416.62,516.63,497.81
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y33280.png,0.2545,244.17,199.37,356.16,278.21
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y33280.png,0.2285,311.78,191.43,423.89,266.38
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y33280.png,0.2017,236.67,203.07,365.02,297.79
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y35200.png,0.2789,546.62,74.58,640.0,157.13
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y35200.png,0.2454,560.98,91.84,640.0,159.34
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y35200.png,0.2417,103.51,296.9,218.64,387.2
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y35200.png,0.203,579.27,101.98,640.0,159.58
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y38400.png,0.2616,83.08,570.88,203.91,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y69120.png,0.2167,553.92,317.35,639.68,363.26
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y69760.png,0.2011,300.76,127.55,393.86,197.92
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y71040.png,0.2053,359.37,594.9,456.55,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y71040.png,0.2028,408.33,287.05,528.23,359.4
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y72960.png,0.2829,541.78,359.8,640.0,440.44
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y74880.png,0.3586,163.2,175.63,250.02,243.59
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x03840_y76800.png,0.2135,0.0,338.27,87.76,438.56
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x04480_y33920.png,0.2367,35.6,573.27,152.71,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x04480_y68480.png,0.279,196.66,398.07,303.14,508.21
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x04480_y68480.png,0.2451,182.13,387.84,293.21,494.11
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x04480_y69760.png,0.21,0.0,353.63,71.92,441.27
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x04480_y77440.png,0.2722,0.0,334.38,59.04,404.16
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y38400.png,0.2169,0.0,305.17,45.15,402.96
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y40320.png,0.239,240.81,269.23,250.61,276.56
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y72960.png,0.2877,272.24,561.08,372.89,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y74240.png,0.2402,7.84,165.36,149.56,256.92
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y74880.png,0.274,254.08,599.99,339.53,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05120_y77440.png,0.269,49.09,470.74,142.06,532.84
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05760_y35200.png,0.2765,93.06,167.8,252.5,279.32
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05760_y35200.png,0.2216,188.87,253.43,294.62,335.47
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05760_y40320.png,0.2638,27.34,162.92,39.54,171.45
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x05760_y78080.png,0.2255,372.23,0.0,498.0,41.91
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x06400_y74880.png,0.2583,0.0,0.0,114.06,107.27
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07040_y37760.png,0.2843,0.0,507.8,57.35,556.83
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07040_y37760.png,0.2635,0.0,509.38,91.43,569.82
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07040_y37760.png,0.2376,0.0,505.48,105.26,579.1
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07040_y74880.png,0.2309,526.02,457.24,640.0,536.19
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07680_y37760.png,0.3268,236.37,335.61,340.8,400.74
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07680_y37760.png,0.2621,108.12,614.29,150.35,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07680_y39040.png,0.3042,290.64,171.19,397.92,255.92
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07680_y39040.png,0.2827,272.32,167.5,403.17,270.17
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x07680_y73600.png,0.2016,0.0,186.69,90.43,278.57
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x08320_y74880.png,0.2472,407.21,283.55,491.52,360.49
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x08320_y76800.png,0.2112,0.0,236.56,122.22,308.83
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x08320_y79360.png,0.2529,331.23,85.51,479.41,175.17
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x08320_y79360.png,0.204,356.15,102.64,476.28,178.73
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x08960_y77440.png,0.2958,0.0,539.06,89.5,640.0
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x11520_y73600.png,0.244,404.71,0.0,487.47,48.12
ch2_ohr_ncp_20211228T2209123959_d_img_d18_x11520_y76800.png,0.2093,387.49,139.69,498.29,234.0
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00000_y16000.png,0.2225,4.09,606.97,22.73,637.45
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00640_y100480.png,0.2479,37.65,388.66,50.43,414.74
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00640_y100480.png,0.2106,35.35,392.36,49.96,416.81
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00640_y25600.png,0.2983,0.0,11.37,21.57,73.62
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00640_y60800.png,0.2271,615.2,508.02,640.0,572.6
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x00640_y85760.png,0.3133,5.78,0.6,20.46,28.98
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01280_y100480.png,0.2442,214.8,540.87,224.61,551.11
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01280_y21120.png,0.2166,0.0,593.08,52.45,640.0
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01280_y73600.png,0.2137,531.1,122.36,560.3,189.45
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01920_y100480.png,0.2928,77.53,551.8,90.57,574.47
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01920_y100480.png,0.271,44.26,140.38,53.57,152.09
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x01920_y88960.png,0.2001,430.86,592.12,505.23,640.0
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x02560_y100480.png,0.222,234.85,577.68,241.35,584.05
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x02560_y70400.png,0.3004,587.77,600.89,599.96,632.39
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x02560_y92160.png,0.2495,526.42,393.05,536.99,417.01
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x02560_y95360.png,0.2488,0.0,414.52,42.12,480.88
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03200_y100480.png,0.4145,591.97,146.46,620.72,193.52
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03200_y100480.png,0.3047,252.27,470.05,267.35,496.14
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03200_y100480.png,0.2618,190.79,253.18,199.54,263.51
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03200_y100480.png,0.2282,590.76,138.18,617.6,190.7
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03200_y100480.png,0.2004,230.36,565.77,236.59,572.15
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03840_y100480.png,0.2963,364.33,47.74,384.45,72.64
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x03840_y99200.png,0.2121,355.22,49.15,438.16,129.55
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x04480_y100480.png,0.2336,142.56,534.71,155.49,552.14
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x04480_y100480.png,0.2052,494.2,400.28,515.18,438.9
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x04480_y65280.png,0.272,0.0,587.59,21.88,636.87
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x04480_y88320.png,0.2443,0.0,583.23,26.02,640.0
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x05120_y100480.png,0.3801,134.29,447.99,141.14,455.08
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x05120_y100480.png,0.2116,84.73,425.37,89.92,432.33
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x05120_y93440.png,0.2087,90.9,450.94,105.09,485.42
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x05760_y100480.png,0.3093,101.37,284.38,110.33,295.87
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x07680_y91520.png,0.2193,313.95,574.3,359.09,637.91
ch2_ohr_ncp_20240406T0647198831_d_img_d18_x09600_y92800.png,0.242,42.54,32.91,85.95,106.31
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x00000_y24960.png,0.3109,568.85,43.24,638.79,108.05
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x00640_y25600.png,0.2129,557.03,305.88,640.0,403.76
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x01280_y25600.png,0.3054,347.59,0.0,479.0,54.28
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x01280_y25600.png,0.272,367.3,0.0,466.25,46.19
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x01920_y81920.png,0.2744,422.0,21.27,511.08,94.71
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y23680.png,0.2446,0.0,382.54,36.3,473.8
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y23680.png,0.2031,0.0,609.41,56.78,640.0
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y24960.png,0.3418,0.0,0.0,55.39,45.42
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y25600.png,0.2033,585.25,183.53,640.0,243.49
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y78720.png,0.2087,49.48,0.0,124.53,68.71
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y82560.png,0.3025,629.46,564.88,639.68,580.83
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y82560.png,0.2402,544.56,351.47,550.78,357.13
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y82560.png,0.236,310.85,626.77,317.86,634.48
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y82560.png,0.2187,509.48,285.94,517.26,293.67
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x02560_y85760.png,0.3511,0.0,232.22,58.57,310.98
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y23680.png,0.2383,316.46,386.58,448.12,465.94
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y23680.png,0.2383,333.92,389.74,436.49,455.96
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y24320.png,0.3223,48.34,455.03,127.84,536.14
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y82560.png,0.2269,405.24,565.67,412.25,572.19
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y85120.png,0.2616,164.73,196.11,277.3,293.53
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y87040.png,0.2408,127.94,199.05,215.88,243.41
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03200_y87040.png,0.2367,113.15,195.31,226.14,252.81
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y19200.png,0.2414,530.51,0.0,627.18,38.81
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y35200.png,0.274,0.0,146.81,44.45,235.32
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y35200.png,0.2291,0.0,552.73,40.01,605.6
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y37120.png,0.2141,309.31,70.71,429.47,145.65
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y72960.png,0.2171,478.08,410.69,572.86,489.25
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x03840_y87040.png,0.2023,343.43,254.93,454.45,324.65
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x04480_y22400.png,0.2669,267.05,576.83,349.49,639.4
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x04480_y23040.png,0.27,0.0,0.0,90.5,55.55
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x04480_y23680.png,0.2354,567.79,64.09,640.0,141.32
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x04480_y34560.png,0.2509,548.07,0.0,637.14,37.87
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y20480.png,0.2155,52.39,579.7,151.79,640.0
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y23040.png,0.2532,0.0,33.64,79.48,114.51
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y35200.png,0.2566,137.86,484.14,250.44,562.29
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y71040.png,0.2817,206.45,500.6,214.45,508.66
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y81920.png,0.2463,237.37,103.67,340.09,186.14
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y85120.png,0.4063,15.18,556.33,22.47,563.86
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y85120.png,0.2092,567.99,79.16,576.3,86.66
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y86400.png,0.2265,55.99,219.94,62.54,226.26
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y87680.png,0.2639,65.16,404.92,74.24,412.87
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y87680.png,0.2363,141.88,451.85,148.9,458.73
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05120_y87680.png,0.2194,47.81,465.02,54.18,470.75
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y17280.png,0.2485,553.53,543.24,640.0,625.61
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y17280.png,0.2087,0.0,394.35,35.62,450.3
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y17280.png,0.2051,0.0,528.95,94.03,609.74
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y21120.png,0.2669,442.0,46.8,450.02,54.58
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y21120.png,0.2431,461.54,341.28,472.48,348.76
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y21760.png,0.2466,3.71,242.69,120.5,321.7
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y25600.png,0.2241,109.01,524.61,213.91,595.52
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y66560.png,0.3248,102.65,389.21,168.82,470.94
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y66560.png,0.2928,94.4,384.37,176.06,482.95
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y66560.png,0.2697,109.66,391.73,165.42,458.67
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y67200.png,0.2194,630.68,231.39,638.35,245.37
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y68480.png,0.2462,350.33,100.11,357.72,107.72
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y81920.png,0.2273,51.82,133.95,57.84,139.13
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y81920.png,0.2232,54.71,209.47,62.68,220.58
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y82560.png,0.2968,79.5,100.74,85.56,106.26
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y83840.png,0.28,136.01,304.04,141.56,309.21
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y83840.png,0.2304,72.39,12.55,77.57,18.74
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x05760_y83840.png,0.2019,39.79,78.65,47.32,86.09
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x06400_y17920.png,0.2994,282.85,426.1,425.7,523.77
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x06400_y17920.png,0.2789,300.55,432.17,420.52,511.16
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x06400_y23040.png,0.2311,203.07,549.49,210.56,555.74
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x06400_y79360.png,0.2591,116.09,72.03,122.26,77.5
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x07040_y19840.png,0.2528,397.4,472.74,482.6,560.61
ch2_ohr_ncp_20241111T0516278303_d_img_d18_x07040_y23040.png,0.2187,225.08,283.14,329.55,359.15
