tile_filename,source_product,center_lat,center_lon,std_dev,prox_score,priority_score,rating,rating_label
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x10240_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180465,355.435315,105.752,0.0,0.3396,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x03200_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180864,355.294278,105.631,0.0,0.339,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x05760_y79360.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.207769,355.36639,105.442,0.0,0.338,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x06400_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180704,355.358467,105.372,0.0,0.3376,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x02560_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180891,355.281425,105.225,0.0,0.3369,0,No target feature
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y89600.png,ch2_ohr_ncp_20250516T0948068899_d_img_d18,60.048562,355.558255,105.113,0.0,0.3363,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x10880_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.18042,355.448105,104.858,0.0,0.335,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x06400_y79360.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.207479,355.379143,104.274,0.0,0.332,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x03840_y79360.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.208634,355.32814,103.293,0.0,0.327,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x05760_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180739,355.34564,102.985,0.0,0.3254,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x08320_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180591,355.396915,102.882,0.0,0.3249,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x08960_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.18055,355.40972,102.52,0.0,0.3231,0,No target feature
ch2_ohr_ncp_20250516T1540191774_d_img_d18_x11520_y89600.png,ch2_ohr_ncp_20250516T1540191774_d_img_d18,60.050862,355.544919,101.493,0.0,0.3178,0,No target feature
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,-70.64538,22.804891,101.249,0.0,0.3166,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x05120_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.180772,355.332808,100.929,0.0,0.3149,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y78720.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.211716,355.482067,100.67,0.0,0.3136,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y76160.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.23811,355.485387,100.367,0.0,0.3121,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y67200.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.330479,355.497107,100.175,0.0,0.3111,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y63360.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.370068,355.502141,99.676,0.0,0.3085,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y76800.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.23151,355.48456,99.588,0.0,0.3081,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y39040.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.62081,355.534581,99.575,0.0,0.308,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y30080.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.713192,355.546707,99.51,0.0,0.3077,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y00640.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,61.016685,355.587284,99.415,0.0,0.3072,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y28800.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.726393,355.548445,99.408,0.0,0.3072,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y59520.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.409658,355.50722,99.369,0.0,0.307,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y02560.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.996901,355.584599,99.236,0.0,0.3063,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y54400.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.462449,355.513983,99.231,0.0,0.3063,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y05760.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.963911,355.580137,99.222,0.0,0.3062,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y36480.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.64721,355.538047,99.124,0.0,0.3057,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y01280.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,61.010088,355.586385,99.103,0.0,0.3056,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y30720.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.706598,355.545843,99.027,0.0,0.3052,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y01920.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,61.003497,355.585499,98.973,0.0,0.3049,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y10880.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.911124,355.573034,98.937,0.0,0.3048,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y42880.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.58122,355.529387,98.919,0.0,0.3047,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y74240.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.233337,355.465831,98.753,0.0,0.3038,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y38400.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.627416,355.535461,98.711,0.0,0.3036,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x07680_y79360.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.18063,355.384104,98.659,0.0,0.3033,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y74880.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.251304,355.487052,98.638,0.0,0.3032,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y40960.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.601026,355.531982,98.539,0.0,0.3027,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y68480.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.292923,355.471412,98.495,0.0,0.3025,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y50560.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.502046,355.519105,98.486,0.0,0.3025,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y77440.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.224908,355.483729,98.473,0.0,0.3024,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y52480.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.458431,355.486983,98.399,0.0,0.302,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y35840.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.653806,355.538913,98.389,0.0,0.302,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y64000.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.363467,355.501311,98.403,0.0,0.302,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y64000.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.339269,355.475749,98.376,0.0,0.3019,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y07680.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.944113,355.57747,98.37,0.0,0.3019,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y53760.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.445185,355.485722,98.311,0.0,0.3016,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y56960.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.436058,355.510587,98.316,0.0,0.3016,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y74880.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.226719,355.465224,98.288,0.0,0.3015,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y28160.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.732992,355.549312,98.284,0.0,0.3014,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y75520.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.24471,355.486232,98.282,0.0,0.3014,0,No target feature
ch2_ohr_ncp_20190907T0438126359_d_img_g26_x02560_y93440.png,ch2_ohr_ncp_20190907T0438126359_d_img_g26,-71.366913,22.744599,98.205,0.0,0.301,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y32000.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.670299,355.507144,98.19,0.0,0.301,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y14080.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.878141,355.568607,98.124,0.0,0.3006,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y17280.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.845155,355.564211,98.131,0.0,0.3006,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y39680.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.614214,355.53371,98.116,0.0,0.3006,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y72320.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.2777,355.490423,98.076,0.0,0.3004,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y49920.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.508643,355.519973,98.045,0.0,0.3002,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y38400.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.604085,355.50082,98.002,0.0,0.3,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y58880.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.392233,355.48074,97.995,0.0,0.3,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y78720.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.186995,355.461509,97.959,0.0,0.2998,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y72960.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.271103,355.48957,97.954,0.0,0.2997,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y58240.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.398853,355.481356,97.914,0.0,0.2995,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y37120.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.640613,355.537194,97.852,0.0,0.2992,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y48000.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.528438,355.522539,97.82,0.0,0.2991,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y76800.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.206856,355.463367,97.799,0.0,0.299,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y60160.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.378993,355.479494,97.798,0.0,0.2989,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y61440.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.365755,355.478244,97.781,0.0,0.2989,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y71040.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.266435,355.468924,97.773,0.0,0.2988,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y08320.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.915267,355.53071,97.725,0.0,0.2986,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y64640.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.332647,355.475119,97.705,0.0,0.2985,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y65920.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.319405,355.473882,97.656,0.0,0.2982,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y44160.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.544506,355.495151,97.628,0.0,0.2981,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y67840.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.323879,355.496271,97.639,0.0,0.2981,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y35200.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.637194,355.503978,97.603,0.0,0.298,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y25600.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.759388,355.552814,97.592,0.0,0.2979,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y51200.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.471676,355.488247,97.573,0.0,0.2978,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y33920.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.673605,355.541521,97.57,0.0,0.2978,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y05120.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.948379,355.533918,97.553,0.0,0.2977,0,No target feature
ch2_ohr_ncp_20250516T1540191774_d_img_d18_x11520_y55040.png,ch2_ohr_ncp_20250516T1540191774_d_img_d18,60.369007,355.595939,97.445,0.0,0.2971,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y46720.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.541635,355.52426,97.406,0.0,0.2969,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y68480.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.317281,355.495439,97.392,0.0,0.2969,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y69760.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.279678,355.470159,97.375,0.0,0.2968,0,No target feature
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10880.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,-70.650701,22.805257,97.335,0.0,0.2966,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y71680.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.28429,355.491238,97.339,0.0,0.2966,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y32640.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.686797,355.54324,97.303,0.0,0.2964,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y45440.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.554825,355.525967,97.294,0.0,0.2964,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y01280.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.988108,355.537807,97.202,0.0,0.2959,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y01920.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.981486,355.53715,97.162,0.0,0.2957,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y16640.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.851749,355.565095,97.129,0.0,0.2955,0,No target feature
ch2_ohr_ncp_20250516T1540191774_d_img_d18_x11520_y00000.png,ch2_ohr_ncp_20250516T1540191774_d_img_d18,60.875621,355.67918,97.107,0.0,0.2954,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y57600.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.429455,355.509745,97.091,0.0,0.2953,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y69120.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.286299,355.470776,97.048,0.0,0.2951,0,No target feature
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y67200.png,ch2_ohr_ncp_20250516T0948068899_d_img_d18,60.255106,355.569474,97.028,0.0,0.295,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y65280.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.350265,355.499621,97.018,0.0,0.295,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y57600.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.405474,355.481986,97.0,0.0,0.2949,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y71680.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.259818,355.468324,96.995,0.0,0.2948,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y49280.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.491541,355.490124,96.963,0.0,0.2947,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y04480.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.977103,355.581918,96.972,0.0,0.2947,0,No target feature
ch2_ohr_ncp_20250516T1540191774_d_img_d18_x11520_y64000.png,ch2_ohr_ncp_20250516T1540191774_d_img_d18,60.286525,355.582612,96.94,0.0,0.2946,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y26240.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.752781,355.551943,96.956,0.0,0.2946,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y42240.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.587818,355.530255,96.939,0.0,0.2946,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y49280.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.515236,355.520823,96.938,0.0,0.2946,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y66560.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.312787,355.473264,96.934,0.0,0.2945,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y40320.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.607621,355.532855,96.919,0.0,0.2945,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y73600.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.264504,355.488732,96.92,0.0,0.2945,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y71040.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.290887,355.492082,96.912,0.0,0.2944,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y56960.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.412092,355.48261,96.879,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y70400.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.273058,355.46955,96.886,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250516T1540191774_d_img_d18_x11520_y40960.png,ch2_ohr_ncp_20250516T1540191774_d_img_d18,60.498622,355.617006,96.885,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y06400.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.957313,355.579252,96.891,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y21120.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.805572,355.558947,96.89,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y46080.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.548228,355.525091,96.879,0.0,0.2943,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y62720.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.376668,355.502997,96.865,0.0,0.2942,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y62720.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.352515,355.477002,96.84,0.0,0.2941,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y16000.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.858349,355.565973,96.834,0.0,0.294,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y05120.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.970508,355.581035,96.804,0.0,0.2939,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y04480.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.955001,355.534566,96.786,0.0,0.2938,0,No target feature
ch2_ohr_ncp_20250612T2031048828_d_img_d18_x11520_y46080.png,ch2_ohr_ncp_20250612T2031048828_d_img_d18,60.524649,355.49327,96.791,0.0,0.2938,0,No target feature
ch2_ohr_ncp_20250612T2229094979_d_img_d18_x11520_y08320.png,ch2_ohr_ncp_20250612T2229094979_d_img_d18,60.93752,355.576587,96.792,0.0,0.2938,0,No target feature
