tile,conf,x1,y1,x2,y2
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y18560.png,0.2537,566.92,424.03,588.53,487.54
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y18560.png,0.2354,566.47,410.52,590.1,480.83
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y24320.png,0.5609,264.05,188.11,278.58,238.06
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y24320.png,0.4718,262.59,208.77,276.48,245.48
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y24320.png,0.3529,263.98,173.62,279.35,226.12
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y39680.png,0.3381,0.0,140.42,65.95,235.76
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y49280.png,0.2341,88.17,316.23,104.13,371.33
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x00640_y49280.png,0.2149,89.7,304.23,103.79,356.53
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y02560.png,0.4538,155.79,174.36,183.02,231.01
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y02560.png,0.4513,158.42,185.81,182.99,234.7
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y21760.png,0.3002,298.15,221.82,310.72,266.94
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y21760.png,0.2036,298.53,177.56,309.2,214.64
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y51840.png,0.3177,332.32,580.42,381.05,640.0
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01280_y51840.png,0.2064,338.39,585.8,373.61,636.31
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y10880.png,0.3505,417.81,478.3,437.33,526.0
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y10880.png,0.2511,378.61,482.84,388.9,515.41
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y42880.png,0.2593,228.19,541.57,245.63,584.76
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y42880.png,0.247,222.51,553.56,245.58,597.14
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y42880.png,0.2023,233.28,533.22,244.7,565.95
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y71680.png,0.2977,16.81,61.88,112.38,146.56
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y84480.png,0.2749,570.78,225.33,580.67,257.96
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x01920_y84480.png,0.2697,572.04,214.44,580.67,243.14
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x02560_y18560.png,0.2319,469.79,523.04,550.02,602.35
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x03200_y64000.png,0.2659,313.65,30.93,410.96,117.27
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x03840_y80000.png,0.3666,108.5,323.98,116.12,349.36
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x03840_y80000.png,0.2355,108.89,342.41,116.78,370.43
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x03840_y80000.png,0.2057,106.65,307.12,116.17,341.51
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.4001,178.19,388.93,196.91,430.78
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.3802,122.59,320.46,133.23,359.41
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.3535,183.59,317.96,197.72,363.65
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.2765,123.35,335.69,131.9,365.36
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.2567,185.95,353.89,197.6,392.59
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x04480_y42880.png,0.2334,166.49,393.7,195.02,430.82
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x05120_y62720.png,0.2299,143.15,0.46,150.4,6.99
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x05120_y79360.png,0.2712,388.87,488.59,411.52,557.54
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y19840.png,0.2228,289.03,515.85,343.8,589.12
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y33280.png,0.313,231.79,299.72,245.47,346.32
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y33280.png,0.3072,232.73,315.59,247.82,373.63
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y33280.png,0.254,230.39,332.42,246.94,377.91
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y58240.png,0.2957,425.24,544.87,436.45,576.78
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y58240.png,0.2488,423.27,496.49,437.96,537.75
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x07680_y58240.png,0.2131,422.13,528.77,437.86,571.51
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x08320_y85120.png,0.2056,329.84,160.92,341.69,202.04
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x08320_y85120.png,0.201,331.95,196.97,340.03,224.26
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x08960_y64640.png,0.2773,234.89,241.37,244.64,274.01
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x08960_y64640.png,0.2625,236.2,274.45,243.82,300.46
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x08960_y64640.png,0.2028,215.77,287.64,242.13,341.24
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x09600_y51200.png,0.2079,526.64,620.31,534.74,630.97
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x09600_y89600.png,0.2566,264.76,79.32,278.52,129.87
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x09600_y89600.png,0.2524,267.41,98.18,276.88,129.59
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x09600_y89600.png,0.2427,267.05,47.4,276.37,79.25
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x09600_y89600.png,0.2272,266.09,32.69,277.58,73.43
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10240_y42880.png,0.2086,405.72,232.7,430.34,303.18
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10240_y64640.png,0.6364,186.81,45.27,198.75,87.09
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10240_y64640.png,0.4289,186.75,31.39,200.09,82.24
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10880_y19840.png,0.2041,537.8,88.5,548.63,120.6
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10880_y30720.png,0.3732,263.0,462.27,276.8,502.15
ch2_ohr_ncp_20240425T1012478407_d_img_d18_x10880_y89600.png,0.3284,0.0,311.53,40.29,385.47
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00000_y88960.png,0.2454,534.36,393.19,549.83,442.98
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00000_y88960.png,0.2319,360.62,432.67,371.79,463.11
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00000_y88960.png,0.2136,537.55,387.63,549.11,425.3
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00640_y24320.png,0.2594,430.73,539.12,451.59,590.89
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00640_y24320.png,0.2277,432.13,522.63,450.36,566.41
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x00640_y36480.png,0.2302,305.95,327.65,325.12,372.62
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01280_y51200.png,0.2491,609.58,602.39,626.35,630.34
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01920_y46720.png,0.2874,203.49,34.21,212.29,65.91
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01920_y46720.png,0.2014,203.48,49.42,213.36,85.89
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01920_y74240.png,0.2056,186.32,461.08,233.12,524.08
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01920_y89600.png,0.3456,135.45,591.22,149.7,627.18
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x01920_y89600.png,0.345,136.3,577.2,149.37,617.95
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x02560_y10880.png,0.2925,210.55,526.75,280.72,607.21
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x02560_y25600.png,0.3068,279.67,140.28,293.83,188.21
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x02560_y25600.png,0.2907,259.1,186.46,290.67,245.78
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x02560_y25600.png,0.2649,281.63,156.1,294.69,207.51
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x03200_y84480.png,0.2687,0.0,511.85,74.59,584.26
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y08960.png,0.2504,385.14,273.66,400.63,313.36
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y08960.png,0.2133,387.43,251.7,404.06,290.67
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y08960.png,0.2109,388.57,238.48,405.49,284.25
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y08960.png,0.2051,393.7,227.8,404.07,258.45
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y21760.png,0.3468,469.94,102.46,494.89,179.19
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y21760.png,0.2396,470.13,115.52,495.31,193.39
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x05120_y28800.png,0.2164,523.87,212.07,532.25,244.17
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x05120_y28800.png,0.2011,504.23,238.65,533.39,296.71
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x05120_y55040.png,0.4241,326.84,75.94,343.54,129.68
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x05120_y55040.png,0.3946,330.18,94.05,341.2,129.92
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x05120_y55040.png,0.219,328.57,66.64,341.38,108.72
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x06400_y78720.png,0.3869,214.78,28.19,229.34,74.74
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x06400_y78720.png,0.3532,210.26,48.61,222.15,78.38
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y15360.png,0.3299,512.41,152.28,538.29,216.64
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y15360.png,0.2989,519.24,168.16,538.45,216.03
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y15360.png,0.2686,512.23,96.66,537.66,168.62
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y15360.png,0.2311,512.95,71.11,540.7,153.95
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y17280.png,0.2451,503.08,93.26,516.7,134.71
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y36480.png,0.2431,454.19,350.71,550.62,420.02
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y37760.png,0.2196,112.93,474.8,196.52,567.86
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y39680.png,0.4277,231.93,369.49,246.78,423.18
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y39680.png,0.4104,226.04,377.42,245.61,434.55
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y39680.png,0.2005,232.47,335.09,244.54,372.14
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y51840.png,0.3411,142.41,494.45,166.21,546.63
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y51840.png,0.2434,142.42,506.45,165.74,556.01
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y51840.png,0.2278,151.26,475.45,165.7,518.51
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y55680.png,0.2086,21.59,185.76,116.72,248.97
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y80640.png,0.2294,404.0,506.64,422.54,556.18
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x07680_y80640.png,0.2021,406.1,494.37,422.02,541.72
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y67200.png,0.3089,231.68,461.33,246.26,508.81
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y67200.png,0.2888,226.99,478.87,246.01,522.36
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y67200.png,0.276,234.02,447.41,245.77,489.27
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y72320.png,0.3093,276.77,109.86,375.83,189.81
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y85760.png,0.2397,0.0,153.84,65.2,252.32
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y85760.png,0.2259,0.0,149.56,58.07,232.29
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x08320_y85760.png,0.2152,294.86,324.38,384.56,388.57
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x09600_y04480.png,0.4646,120.52,461.15,133.9,508.33
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x09600_y04480.png,0.3011,123.0,479.79,132.69,510.56
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x09600_y82560.png,0.2479,293.7,375.99,311.58,430.05
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x09600_y87040.png,0.301,402.05,325.38,427.31,403.22
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x10240_y25600.png,0.3213,117.64,301.38,205.25,383.0
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x10880_y87040.png,0.5485,79.0,411.36,101.11,461.36
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00000_y08320.png,0.2605,565.47,39.91,591.44,119.2
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00000_y50560.png,0.2065,44.19,228.22,53.28,264.15
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00000_y78080.png,0.2319,85.11,458.73,102.08,507.14
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y01920.png,0.2036,171.05,325.27,217.81,404.28
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y22400.png,0.383,601.04,187.14,631.72,236.44
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y22400.png,0.2743,620.36,180.87,629.14,207.76
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y39680.png,0.2933,585.68,93.57,597.79,133.32
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y39680.png,0.2566,578.24,127.27,598.79,177.48
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y39680.png,0.2263,584.1,83.67,597.3,123.48
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y40320.png,0.2345,185.41,139.02,278.12,227.33
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y45440.png,0.4577,199.42,411.31,215.02,460.67
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y45440.png,0.2142,196.15,392.87,216.28,452.93
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y62720.png,0.2916,356.27,457.1,389.07,519.84
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y74240.png,0.3296,362.47,125.5,373.48,168.09
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x00640_y74240.png,0.2291,598.14,304.97,640.0,383.16
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y28800.png,0.2181,630.02,20.28,638.98,32.13
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y33280.png,0.2584,6.77,11.65,18.44,32.92
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y53760.png,0.3311,157.17,198.52,163.6,218.4
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y53760.png,0.3263,155.31,174.76,165.87,215.46
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y53760.png,0.2514,153.26,159.8,165.99,206.61
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y53760.png,0.217,152.47,144.86,164.96,182.71
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y53760.png,0.2149,149.3,209.64,165.37,251.29
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y61440.png,0.2418,30.33,583.75,125.3,640.0
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y76160.png,0.2961,55.97,510.31,69.7,548.74
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y76160.png,0.2641,0.0,526.84,50.37,624.82
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y76160.png,0.2182,0.0,517.29,45.81,599.55
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y19840.png,0.5522,155.49,289.43,165.94,329.87
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y19840.png,0.4663,155.59,277.31,165.0,309.81
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y19840.png,0.2312,156.39,308.05,163.52,327.71
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y24320.png,0.2282,599.95,0.56,606.99,6.69
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y24320.png,0.2047,438.56,245.69,443.16,251.27
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y34560.png,0.3327,328.19,592.88,341.94,629.52
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y34560.png,0.261,325.09,559.11,341.72,604.26
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01920_y71680.png,0.24,0.0,574.64,62.02,638.82
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x02560_y12800.png,0.3128,241.31,310.61,343.42,382.99
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x02560_y15360.png,0.4558,6.66,268.95,23.25,313.15
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x02560_y15360.png,0.3871,5.44,260.09,22.09,303.3
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x02560_y64640.png,0.2115,304.6,134.86,315.29,161.51
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x03840_y08960.png,0.3129,342.57,381.52,357.19,424.02
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x03840_y53120.png,0.2252,199.98,335.65,225.59,378.74
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x03840_y65920.png,0.6598,202.04,258.86,213.23,295.2
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x03840_y65920.png,0.2793,202.12,251.37,212.59,282.37
