tile,conf,x1,y1,x2,y2
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x08960_y71040.png,0.3232,323.88,32.17,328.95,37.48
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x08960_y71040.png,0.267,323.45,84.98,331.87,93.12
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x01280_y83200.png,0.2098,507.41,440.53,513.03,447.81
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x01920_y24960.png,0.2509,300.65,625.36,308.59,631.73
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x01920_y26880.png,0.4782,608.68,312.7,614.09,318.18
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.364,60.55,563.9,69.19,570.66
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.3412,231.81,553.56,238.02,559.7
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.3398,69.45,553.98,76.01,560.02
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.2833,106.96,558.62,110.93,564.0
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.2278,317.72,233.2,324.01,239.09
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x02560_y32640.png,0.2154,72.77,540.0,77.27,545.3
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x03200_y07040.png,0.2015,410.1,15.94,419.36,23.59
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x04480_y00640.png,0.2288,238.89,544.16,282.74,600.4
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x07040_y23680.png,0.2761,599.65,633.69,606.41,639.42
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x09600_y52480.png,0.4084,386.64,113.06,394.93,121.22
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x09600_y52480.png,0.3972,397.12,50.43,404.02,56.96
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x09600_y52480.png,0.3332,370.8,45.83,379.34,54.79
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x09600_y52480.png,0.2833,446.0,114.02,452.59,120.45
ch2_ohr_ncp_20240425T1603031918_d_img_d18_x10240_y19200.png,0.2258,288.01,23.83,293.25,29.1
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.2981,32.82,28.84,40.48,36.02
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.2658,59.99,138.43,64.46,143.9
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.2586,89.43,207.57,93.44,212.02
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.2267,41.34,27.96,45.35,34.39
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.2257,89.17,599.13,93.78,604.4
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.223,98.88,328.0,104.57,334.14
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10240.png,0.203,265.47,97.17,270.2,102.08
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10880.png,0.3262,208.7,607.65,212.73,612.4
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08960_y10880.png,0.2658,271.53,635.19,280.14,640.0
ch2_ohr_ncp_20190907T0438126359_d_img_g26_x02560_y93440.png,0.201,303.08,8.98,308.04,13.64
ch2_ohr_ncp_20190907T0438126359_d_img_g26_x10240_y12800.png,0.3512,193.49,545.82,221.65,606.14
ch2_ohr_ncp_20190907T0438126359_d_img_g26_x10880_y14720.png,0.4736,10.79,493.81,59.6,567.8
ch2_ohr_ncp_20190907T0438126359_d_img_g26_x10880_y14720.png,0.2291,1.9,477.25,59.15,570.33
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y82560.png,0.4298,478.93,591.67,484.05,596.65
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y82560.png,0.3399,564.02,29.76,572.89,38.93
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y82560.png,0.2397,363.32,553.96,368.67,558.69
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y82560.png,0.2355,292.9,537.36,300.0,543.08
ch2_ohr_ncp_20240425T1209509264_d_img_d18_x04480_y82560.png,0.2316,291.96,537.14,298.26,542.94
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y93440.png,0.342,611.95,15.03,618.58,21.41
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y93440.png,0.3251,601.5,25.55,606.16,30.91
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y93440.png,0.2815,581.5,30.61,588.01,38.44
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x01280_y93440.png,0.2167,344.02,17.32,349.77,22.66
ch2_ohr_ncp_20240425T1406019344_d_img_d18_x05760_y93440.png,0.2805,43.99,162.49,50.16,168.31
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5499,69.89,54.7,75.32,59.3
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5362,27.99,483.87,33.52,488.92
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5297,170.7,267.74,176.78,273.55
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5224,21.17,324.12,27.36,330.31
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5206,90.15,113.33,96.42,119.17
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5196,35.9,401.38,40.46,406.05
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5068,210.3,5.26,216.06,10.16
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5047,65.24,137.5,71.18,143.22
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.5034,43.14,449.11,47.33,453.08
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.438,211.98,40.77,217.33,45.23
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.4293,200.97,505.0,205.89,509.53
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.4032,83.97,64.24,89.39,68.98
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.4023,232.92,377.41,237.03,381.23
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3919,131.92,457.96,138.25,463.41
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3749,210.76,4.0,215.54,10.15
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.354,165.49,633.5,172.55,639.68
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3524,208.72,402.7,213.45,406.35
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3406,57.74,392.13,63.0,397.77
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3331,212.97,39.99,218.0,45.19
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3267,197.68,254.87,204.0,260.01
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3112,107.61,12.0,111.97,17.3
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.3079,13.62,509.21,20.38,516.42
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2987,27.86,93.86,33.98,100.02
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2948,196.0,255.13,202.5,260.05
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2861,68.0,54.56,74.79,60.01
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2744,134.78,556.0,140.0,562.61
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2734,121.24,249.85,125.06,253.15
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2663,12.0,509.18,19.44,516.31
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2426,152.67,448.53,157.26,452.97
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2052,210.44,635.99,215.61,639.88
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y08960.png,0.2044,127.63,199.93,136.14,208.63
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y09600.png,0.482,37.51,54.98,42.18,59.25
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y09600.png,0.2417,36.0,54.78,41.88,60.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y09600.png,0.231,145.67,73.66,151.09,78.61
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.4468,209.54,610.46,214.76,616.54
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.4311,91.5,592.45,95.99,596.65
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.2712,81.78,491.99,86.0,496.39
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.2689,4.0,323.51,9.51,327.91
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.268,5.61,323.42,9.85,328.08
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.2121,47.92,342.68,56.05,349.53
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.2021,0.0,259.91,7.2,268.24
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y12800.png,0.2008,57.3,50.14,62.24,55.83
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.5268,22.06,618.91,28.03,624.51
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.4246,98.91,609.78,108.02,618.69
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.3817,112.5,619.99,117.41,625.61
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.2535,97.79,607.81,106.99,618.69
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.241,52.12,628.95,56.72,632.87
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.2237,67.99,552.88,73.31,557.69
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y19840.png,0.2118,46.37,551.86,52.01,556.66
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.5218,48.27,584.37,54.48,590.29
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.4111,176.49,563.59,181.98,569.24
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.2911,48.73,463.47,55.98,469.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.2799,38.27,606.96,44.1,612.81
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.2438,50.16,572.0,54.84,577.51
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.2287,52.0,611.56,57.16,614.97
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.22,36.0,576.68,41.96,581.63
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y21760.png,0.203,143.07,633.65,148.09,638.43
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.4703,143.6,251.87,148.16,256.58
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.2818,120.65,371.39,126.74,377.46
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.2378,342.54,31.82,348.15,37.06
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.2288,222.68,98.89,228.71,105.62
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.2251,82.53,257.7,86.47,261.58
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y22400.png,0.2008,92.79,232.78,100.05,239.02
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.416,59.46,119.88,64.71,125.26
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.34,337.15,53.59,343.09,60.05
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.288,0.09,614.95,4.3,621.5
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.222,197.34,147.21,204.93,154.02
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.2118,145.24,135.97,152.03,141.78
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y23680.png,0.2034,240.67,283.93,245.0,287.93
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y24320.png,0.4247,58.27,459.78,63.07,464.64
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y24320.png,0.2485,47.99,632.04,53.2,637.22
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y26240.png,0.4098,9.91,77.16,15.47,84.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y26240.png,0.2676,9.99,76.0,15.53,82.73
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y33280.png,0.2109,139.69,480.77,144.6,485.76
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y35840.png,0.2195,4.93,0.16,25.24,17.81
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y43520.png,0.325,10.52,19.68,15.84,24.93
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y43520.png,0.2737,135.78,277.11,142.35,283.17
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y44160.png,0.2499,117.14,292.27,121.47,296.43
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y46720.png,0.2435,154.96,632.83,160.62,638.95
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48000.png,0.3195,24.56,297.6,30.58,303.42
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48000.png,0.2509,9.67,328.12,14.57,333.11
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48000.png,0.2248,0.01,541.13,4.05,548.01
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48640.png,0.2624,42.29,63.42,50.24,70.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48640.png,0.2456,250.71,182.18,303.3,241.43
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48640.png,0.2185,176.84,86.39,182.02,92.04
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y48640.png,0.2175,101.41,393.93,108.07,399.47
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y49920.png,0.2567,0.55,94.73,12.38,106.87
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y60800.png,0.3159,70.68,624.81,76.28,630.34
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y60800.png,0.2628,94.35,586.72,100.98,594.04
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y60800.png,0.2571,11.99,67.14,17.98,73.79
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y60800.png,0.2059,0.09,520.07,4.04,525.46
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y63360.png,0.2051,161.65,372.0,165.22,377.15
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y64640.png,0.2895,35.11,232.6,40.71,237.43
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y64640.png,0.2564,168.0,278.17,173.86,283.05
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y64640.png,0.2428,0.05,110.15,4.15,116.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y65280.png,0.3147,0.12,89.59,8.19,96.66
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y65920.png,0.4062,154.48,560.11,160.43,565.76
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y65920.png,0.394,136.87,544.85,142.32,551.15
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y65920.png,0.2489,12.0,623.94,18.06,629.34
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y66560.png,0.2238,176.75,283.01,185.14,289.32
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y66560.png,0.213,203.95,448.28,208.73,452.52
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y67200.png,0.205,197.25,305.07,204.64,313.47
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y67840.png,0.2507,19.99,627.84,25.29,632.89
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y67840.png,0.2426,128.51,462.67,132.36,468.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y67840.png,0.219,98.62,496.28,103.5,501.07
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y69120.png,0.2327,66.32,504.01,72.07,509.39
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y69120.png,0.214,43.9,544.58,49.41,550.65
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y73600.png,0.3453,60.5,463.49,68.01,471.15
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y78080.png,0.2053,225.28,160.5,230.53,165.32
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y78720.png,0.3061,175.35,240.91,181.52,248.23
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.3729,150.01,554.09,156.01,559.34
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2963,249.93,598.94,257.21,608.72
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.277,1.03,251.26,6.56,256.62
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2593,170.74,599.78,175.94,605.05
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2543,58.21,533.75,64.24,540.0
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2422,212.61,549.87,217.4,554.16
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2419,160.01,528.23,165.03,533.81
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2263,115.03,486.3,120.14,492.02
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.206,231.89,396.0,236.73,402.52
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y80640.png,0.2033,122.32,160.62,129.21,165.91
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y81280.png,0.3489,152.25,460.0,157.87,466.13
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y82560.png,0.2089,145.59,223.77,151.61,229.61
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y89600.png,0.4887,31.92,417.14,37.3,422.27
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y89600.png,0.3157,157.54,398.18,165.55,406.92
ch2_ohr_ncp_20250516T0948068899_d_img_d18_x11520_y89600.png,0.2052,151.88,226.96,158.18,234.1
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y00640.png,0.3737,113.01,367.73,118.74,373.87
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y00640.png,0.2957,0.08,327.52,6.08,333.9
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y00640.png,0.2087,170.09,624.64,175.7,629.42
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y00640.png,0.2011,157.78,392.8,164.48,398.56
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.5142,205.29,442.91,215.01,456.86
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.4404,9.96,529.57,16.66,535.33
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.4171,40.86,479.06,45.76,484.01
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.3104,43.97,17.18,48.96,21.23
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.3002,221.68,135.75,228.0,140.22
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2835,231.39,313.9,236.97,321.57
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2477,0.02,27.0,4.91,32.73
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2354,179.25,558.15,188.01,565.68
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2291,127.52,217.2,132.3,221.72
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2273,150.24,590.87,156.59,596.72
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2228,135.96,279.22,144.25,284.95
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.222,162.04,279.41,168.24,284.6
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01280.png,0.2062,89.24,291.14,94.53,296.73
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y01920.png,0.2008,46.87,323.95,52.59,329.02
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y03200.png,0.2408,19.89,502.62,27.0,509.88
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y11520.png,0.3853,44.0,23.89,49.98,28.57
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y11520.png,0.3519,69.47,106.96,76.07,112.93
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y11520.png,0.2674,45.67,23.77,52.0,28.48
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y11520.png,0.2128,99.92,32.4,105.98,37.89
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.481,33.31,402.59,39.7,408.69
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.3146,82.38,202.42,87.81,207.32
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.3075,40.81,361.68,45.72,366.33
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.2634,104.08,204.0,109.69,210.63
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.2189,97.79,351.57,102.12,356.05
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.2183,53.34,203.58,60.0,209.69
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.2154,52.0,203.88,58.33,209.69
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.212,132.02,359.08,140.04,366.07
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.2035,0.04,403.92,4.08,410.56
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y21120.png,0.202,118.01,80.56,124.0,85.24
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y24960.png,0.2354,161.26,84.0,166.48,90.28
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y26240.png,0.3211,216.36,88.13,221.75,92.66
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y28160.png,0.3549,191.58,360.99,197.88,366.88
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y33920.png,0.2397,179.99,65.0,185.18,69.46
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y36480.png,0.3173,77.63,95.36,84.0,101.04
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y36480.png,0.292,186.37,27.24,193.6,32.41
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y37120.png,0.342,79.84,575.71,85.85,581.0
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y37120.png,0.2203,11.09,622.54,17.28,628.61
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y38400.png,0.2856,83.06,160.48,87.65,165.22
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y38400.png,0.209,60.94,617.82,69.04,626.09
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y40960.png,0.2702,157.64,603.35,164.02,608.43
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y41600.png,0.2757,159.91,332.0,164.42,338.19
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y41600.png,0.2475,0.04,192.24,6.67,198.99
ch2_ohr_ncp_20250516T1145499313_d_img_d18_x11520_y41600.png,0.2012,208.03,616.26,213.17,621.15
